beta,se_dk,lo_dk,hi_dk,p_wc,n_obs,n_clusters,spec,h,cluster
0.020139839190723336,0.011028148077170749,0.0020001498274311268,0.03827952855401555,0.18676627534685167,6528,12,hr_own_twoway,4,twoway
0.027459952483514644,0.01734449732441346,-0.0010692068481969325,0.05598911181522622,0.027466937945066123,6477,12,hr_own_twoway,5,twoway
0.018282868933115513,0.014352682140764723,-0.005325192342602959,0.041890930208833985,0.1590678824721378,6426,12,hr_own_twoway,6,twoway
0.011213162945974013,0.012496832096565713,-0.009342296653465667,0.0317686225454137,0.5,6375,12,hr_own_twoway,7,twoway
0.010911886353002657,0.010528034087983858,-0.006405188701286323,0.028228961407291638,0.617989417989418,6324,12,hr_own_twoway,8,twoway
0.024496501855730927,0.017707150264230177,-0.0046291684793627955,0.05362217219082465,0.1967741935483871,6273,12,hr_own_twoway,9,twoway
0.008583829373998847,0.010408176002876308,-0.008536096674281523,0.025703755422279217,0.6115618661257607,6222,12,hr_own_twoway,10,twoway
0.006581232208852844,0.012410288316815187,-0.013831875540574096,0.026994339958279785,0.6578680203045685,6171,12,hr_own_twoway,11,twoway
0.004161308075265549,0.011915965039331834,-0.015438710238306355,0.023761326388837455,0.44479166666666664,6120,12,hr_own_twoway,12,twoway
0.005198367315184326,0.005939345811595086,-0.004570987184736885,0.014967721815105538,0.4221525600835946,6732,12,hr_unc_twoway,0,twoway
0.001876394115431524,0.008712565995618132,-0.012454501662515022,0.01620728989337807,0.749730312837109,6681,12,hr_unc_twoway,1,twoway
0.010570870763967146,0.010680642585721352,-0.00699722293132897,0.028138964459263262,0.19958847736625515,6630,12,hr_unc_twoway,2,twoway
0.015063699177997271,0.012966107091681936,-0.006263649099196961,0.036391047455191505,0.19207317073170732,6579,12,hr_unc_twoway,3,twoway
0.015613871246113496,0.012578595241783065,-0.005076076759287906,0.03630381925151489,0.11616161616161616,6528,12,hr_unc_twoway,4,twoway
0.015972786191758397,0.012827615890665693,-0.005126764331143403,0.037072336714660196,0.14185110663983905,6477,12,hr_unc_twoway,5,twoway
0.011452166408352355,0.013922328603909774,-0.01144802629139886,0.03435235910810357,0.2776659959758551,6426,12,hr_unc_twoway,6,twoway
0.022138188347765403,0.01864765249180085,-0.00853447048750388,0.052810847183034686,0.22399150743099788,6375,12,hr_unc_twoway,7,twoway
0.009617868363995818,0.01465219717344536,-0.014482851299553887,0.03371858802754552,0.5092213114754098,6324,12,hr_unc_twoway,8,twoway
0.003960284454906317,0.013360842635604305,-0.018016346013395287,0.025936914923207925,0.8177189409368636,6273,12,hr_unc_twoway,9,twoway
0.00706380993758224,0.014225906519239065,-0.01633572399726073,0.030463343872425205,0.604887983706721,6222,12,hr_unc_twoway,10,twoway
0.011049606502884184,0.01562875361441957,-0.01465740556452477,0.03675661857029314,0.5100806451612904,6171,12,hr_unc_twoway,11,twoway
0.007135757075126901,0.016318184244579093,-0.019705267464831384,0.03397678161508519,0.5819672131147541,6120,12,hr_unc_twoway,12,twoway
0.01087812740377037,0.005799970165470903,0.0013380254408852255,0.020418229366655515,0.44285714285714284,6732,12,hr_sent_twoway,0,twoway
0.004006713514464766,0.017575272739472167,-0.02490203759571736,0.032915464624646895,0.8213891951488423,6681,12,hr_sent_twoway,1,twoway
0.013916921488867359,0.015731238412194593,-0.011958663069869233,0.039792506047603954,0.4101731601731602,6630,12,hr_sent_twoway,2,twoway
0.018562622627179236,0.01603475874554686,-0.007812208452725351,0.044937453707083824,0.27824267782426776,6579,12,hr_sent_twoway,3,twoway
0.021412616155053354,0.01538767786435759,-0.003897861590496106,0.046723093900602815,0.14389233954451347,6528,12,hr_sent_twoway,4,twoway
0.026428607639591508,0.016287171817802995,-0.0003614059977035469,0.05321862127688656,0.12755102040816327,6477,12,hr_sent_twoway,5,twoway
0.02044207808905964,0.015827340429692697,-0.005591580221716061,0.04647573639983534,0.1548856548856549,6426,12,hr_sent_twoway,6,twoway
0.01493633702709591,0.013684418480832336,-0.00757252834382291,0.03744520239801473,0.3627556512378902,6375,12,hr_sent_twoway,7,twoway
0.025681202456548653,0.01327869297422599,0.0038396961567180067,0.0475227087563793,0.19854721549636803,6324,12,hr_sent_twoway,8,twoway
0.0432105170960649,0.01882457748404209,0.012246842545609257,0.07417419164652055,0.04455445544554455,6273,12,hr_sent_twoway,9,twoway
0.029679279520918155,0.01142431335729661,0.01088795625973868,0.04847060278209763,0.03117782909930716,6222,12,hr_sent_twoway,10,twoway
0.026922583768229934,0.009998580468216561,0.010476382420717776,0.04336878511574209,,6171,12,hr_sent_twoway,11,twoway
0.025681392697356902,0.010560131593362533,0.008311521944929713,0.04305126344978409,,6120,12,hr_sent_twoway,12,twoway
