date,district,value,n_docs,n_sections
1979-10-01,Atlanta,0.05102040816326531,2,1
1979-10-01,Boston,0.017543859649122806,2,1
1979-10-01,Chicago,0.02040816326530612,2,1
1979-10-01,Cleveland,0.011111111111111112,2,1
1979-10-01,Dallas,0.013513513513513514,2,1
1979-10-01,Kansas City,0.0,2,1
1979-10-01,Minneapolis,0.013333333333333334,3,2
1979-10-01,New York,0.015625,2,1
1979-10-01,Philadelphia,0.024705882352941175,2,1
1979-10-01,Richmond,0.011904761904761904,2,1
1979-10-01,San Francisco,0.04511562998405103,4,1
1979-10-01,St. Louis,0.014705882352941176,2,1
1980-01-01,Atlanta,0.04302156177156177,4,2
1980-01-01,Boston,0.007575757575757576,3,1
1980-01-01,Chicago,0.01539179104477612,3,2
1980-01-01,Cleveland,0.015873015873015872,3,1
1980-01-01,Dallas,0.016483516483516484,3,1
1980-01-01,Kansas City,0.0,3,1
1980-01-01,Minneapolis,0.009259259259259259,3,1
1980-01-01,New York,0.007936507936507936,3,1
1980-01-01,Philadelphia,0.009009009009009009,3,1
1980-01-01,Richmond,0.017094017094017092,3,1
1980-01-01,San Francisco,0.021907237266279817,6,1
1980-01-01,St. Louis,0.05202702702702703,2,1
1980-04-01,Atlanta,0.07485848135857896,2,1
1980-04-01,Boston,0.022727272727272728,2,1
1980-04-01,Chicago,0.01818181818181818,1,1
1980-04-01,Cleveland,0.010638297872340425,2,1
1980-04-01,Dallas,0.05,2,1
1980-04-01,Kansas City,0.0,2,1
1980-04-01,Minneapolis,0.13995943204868155,2,1
1980-04-01,New York,0.05813953488372093,2,1
1980-04-01,Philadelphia,0.015151515151515152,2,1
1980-04-01,Richmond,0.0,2,1
1980-04-01,San Francisco,0.05373427672955974,4,1
1980-04-01,St. Louis,0.05161943319838057,2,1
1980-07-01,Atlanta,0.09386574074074076,3,1
1980-07-01,Boston,0.008333333333333333,3,1
1980-07-01,Chicago,0.03542824747837931,3,1
1980-07-01,Cleveland,0.046511627906976744,3,1
1980-07-01,Dallas,0.014184397163120567,3,1
1980-07-01,Kansas City,0.013131313131313133,3,1
1980-07-01,Minneapolis,0.07004504504504505,3,1
1980-07-01,New York,0.026305419861041093,3,1
1980-07-01,Philadelphia,0.003875968992248062,6,4
1980-07-01,Richmond,0.052941176470588235,3,1
1980-07-01,San Francisco,0.041722603610475466,6,1
1980-07-01,St. Louis,0.008547008547008546,3,1
1980-10-01,Atlanta,0.038888888888888896,7,5
1980-10-01,Boston,0.009523809523809523,3,1
1980-10-01,Chicago,0.013894324853228961,3,1
1980-10-01,Cleveland,0.005454545454545454,10,5
1980-10-01,Dallas,0.036519274376417235,4,2
1980-10-01,Kansas City,0.02069764075843103,3,1
1980-10-01,Minneapolis,0.0,15,4
1980-10-01,New York,0.008928571428571428,14,4
1980-10-01,Philadelphia,0.006666666666666667,15,5
1980-10-01,Richmond,0.020512820512820513,13,5
1980-10-01,San Francisco,0.02571692876965772,5,1
1980-10-01,St. Louis,0.008130081300813009,3,1
1981-01-01,Atlanta,0.016022408963585432,7,5
1981-01-01,Boston,0.01282051282051282,2,1
1981-01-01,Chicago,0.038461538461538464,1,1
1981-01-01,Cleveland,0.009615384615384616,2,1
1981-01-01,Dallas,0.024390243902439025,2,1
1981-01-01,Kansas City,0.009433962264150943,2,1
1981-01-01,Minneapolis,0.0,10,4
1981-01-01,New York,0.0,7,4
1981-01-01,Philadelphia,0.0,10,5
1981-01-01,Richmond,0.014285714285714285,12,4
1981-01-01,San Francisco,0.04140170560978014,3,1
1981-01-01,St. Louis,0.02786377708978328,2,1
