beta,se_dk,lo_dk,hi_dk,t_crve,p_wc,n_obs,n_states,n_districts,model,sector,h
0.02033158567210299,0.04360801359494947,-0.05139721365369875,0.09206038499790473,0.589690688556995,0.594,5715,45,12,B_horserace,trade_transport,5
0.077587998706311,0.0440273505424744,0.005169451481458129,0.15000654593116386,2.5337869248646934,0.177,5670,45,12,B_horserace,trade_transport,6
0.07871585101787383,0.04309855813933905,0.007825031346003111,0.14960667068974454,1.5676530578397456,0.312,5625,45,12,B_horserace,trade_transport,7
0.0466181597579621,0.05301073780500894,-0.04057674458798036,0.13381306410390456,0.7054339625238613,0.492,5580,45,12,B_horserace,trade_transport,8
0.03343020123374902,0.052076081878014005,-0.052227330920724145,0.11908773338822218,0.43480374675130345,0.684,5535,45,12,B_horserace,trade_transport,9
0.012354998381695168,0.05934401869124788,-0.08525722600047984,0.10996722276387018,0.19660045414627803,0.815,5490,45,12,B_horserace,trade_transport,10
0.029361192830232523,0.061315569111001764,-0.07149394341059237,0.13021632907105743,0.4947088335172654,0.669,5445,45,12,B_horserace,trade_transport,11
-0.03029811384207463,0.06792065422331942,-0.14201764828621838,0.08142142060206913,-0.6027364414565537,0.546,5400,45,12,B_horserace,trade_transport,12
0.0227057575017933,0.013828753952566145,-4.0518593304627454e-05,0.045452033596891234,2.1477973228394456,0.173,5940,45,12,B_horserace,information,0
0.005863990828671174,0.009952856144604514,-0.010507000699307805,0.02223498235665015,0.3657126104557537,0.777,5895,45,12,B_horserace,information,1
0.010577566841313888,0.01483381729546031,-0.013821891338659477,0.03497702502128725,1.2847275167139733,0.303,5850,45,12,B_horserace,information,2
0.006304772569034679,0.014875121025589378,-0.01816262420124811,0.030772169339317465,0.5454299418351047,0.636,5805,45,12,B_horserace,information,3
0.006564174480575878,0.014973980484177642,-0.018065831628724275,0.03119418058987603,0.5251789548662816,0.634,5760,45,12,B_horserace,information,4
0.00595356975005248,0.015397025341586072,-0.019372283227319095,0.03127942272742405,0.4549410260706781,0.734,5715,45,12,B_horserace,information,5
0.013473022523482066,0.015354696409635507,-0.011783205556645642,0.03872925060360977,1.2035175034543601,0.344,5670,45,12,B_horserace,information,6
0.00020958193073276088,0.01706674297046905,-0.027862712144491795,0.02828187600595732,0.010850564199738351,0.99,5625,45,12,B_horserace,information,7
-0.004091741406432278,0.021563527125030124,-0.03956058720790453,0.03137710439503997,-0.1668514620355422,0.829,5580,45,12,B_horserace,information,8
-0.0037000022371445683,0.02290960974413929,-0.041382956916834863,0.033982952442545726,-0.15085743252261463,0.869,5535,45,12,B_horserace,information,9
0.0021580803935531017,0.023946898862728456,-0.03723106305504588,0.04154722384215208,0.0992478598242485,0.907,5490,45,12,B_horserace,information,10
0.010347900638918713,0.021728866175917728,-0.02539290370008272,0.04608870497792014,0.4683895539834412,0.646,5445,45,12,B_horserace,information,11
0.0033948813732906824,0.020368052867541946,-0.03010758425982502,0.036897347006406386,0.1489551318935832,0.887,5400,45,12,B_horserace,information,12
0.012352893354686884,0.017008194917915637,-0.015623097743944245,0.04032888445331802,0.563737051647879,0.729,5940,45,12,B_horserace,financial,0
-0.004530513591031389,0.019511503177161924,-0.036624080359261346,0.027563053177198565,-0.32786737068730154,0.721,5895,45,12,B_horserace,financial,1
-0.00033475667877231545,0.026077738582694385,-0.043228819569209515,0.042559306211664885,-0.044247696246521966,0.953,5850,45,12,B_horserace,financial,2
-0.011457679935313537,0.033853197947369906,-0.06714123536295105,0.044225875492323985,-0.8835604344754616,0.354,5805,45,12,B_horserace,financial,3
-0.008637320557547389,0.03758824461881322,-0.07046448104954146,0.05318983993444669,-0.4513506116201058,0.635,5760,45,12,B_horserace,financial,4
0.018128359249890764,0.03223928211482726,-0.034900540866994574,0.07115725936677611,0.7139392213691542,0.501,5715,45,12,B_horserace,financial,5
0.055862451982747384,0.032860538435465166,0.0018116761535942605,0.10991322781190051,2.636762582142537,0.037,5670,45,12,B_horserace,financial,6
0.050818607118109906,0.031109739551911268,-0.0003523608173670034,0.10198957505358681,1.416003263101756,0.281,5625,45,12,B_horserace,financial,7
0.04490659191741249,0.03361360640262645,-0.010382870488866845,0.10019605432369183,1.159503415355421,0.304,5580,45,12,B_horserace,financial,8
0.03270406147285725,0.03809881976568077,-0.02996292040129319,0.09537104334700769,0.7549360481128154,0.448,5535,45,12,B_horserace,financial,9
0.034965731006978064,0.04000900220254333,-0.03084322137658476,0.10077468339054088,1.0052341960941253,0.351,5490,45,12,B_horserace,financial,10
0.027656748339194598,0.043760441836411965,-0.04432277313242655,0.09963626981081575,0.7756476467761763,0.518,5445,45,12,B_horserace,financial,11
-0.014350352636905834,0.04564359573374931,-0.08942738662667012,0.060726681352858455,-0.40686129524312303,0.705,5400,45,12,B_horserace,financial,12
