state,date,n_notices,workers_affected
VT,2020-10-01,3,134.0
VT,2021-01-01,2,108.0
VT,2021-04-01,3,251.0
VT,2021-07-01,3,275.0
VT,2021-10-01,0,0.0
VT,2022-01-01,1,36.0
WA,2014-07-01,7,1146.0
WA,2014-10-01,13,1969.0
WA,2015-01-01,9,902.0
WA,2015-04-01,10,1000.0
WA,2015-07-01,11,1907.0
WA,2015-10-01,9,1712.0
WA,2016-01-01,18,1681.0
WA,2016-04-01,13,2029.0
WA,2016-07-01,11,905.0
WA,2016-10-01,14,2014.0
WA,2017-01-01,13,2269.0
WA,2017-04-01,10,1783.0
WA,2017-07-01,9,649.0
WA,2017-10-01,12,502.0
WA,2018-01-01,15,1459.0
WA,2018-04-01,7,867.0
WA,2018-07-01,3,490.0
WA,2018-10-01,8,620.0
WA,2019-01-01,13,3274.0
WA,2019-04-01,11,2636.0
WA,2019-07-01,22,2398.0
WA,2019-10-01,20,1736.0
WA,2020-01-01,53,7244.0
WA,2020-04-01,119,26906.0
WA,2020-07-01,56,9476.0
WA,2020-10-01,21,1871.0
WA,2021-01-01,14,997.0
WA,2021-04-01,9,1651.0
WA,2021-07-01,3,294.0
WA,2021-10-01,5,286.0
WA,2022-01-01,5,564.0
WA,2022-04-01,10,976.0
WA,2022-07-01,7,966.0
WA,2022-10-01,12,3185.0
WA,2023-01-01,24,6364.0
WA,2023-04-01,14,10536.0
WA,2023-07-01,18,2645.0
WA,2023-10-01,16,1870.0
WA,2024-01-01,25,6472.0
WA,2024-04-01,19,1659.0
WA,2024-07-01,6,384.0
WA,2024-10-01,9,1488.0
WA,2025-01-01,14,2057.0
WA,2025-04-01,20,4173.0
WA,2025-07-01,55,11367.0
WA,2025-10-01,41,13059.0
WA,2026-01-01,34,6093.0
WA,2026-04-01,9,453.0
WI,2020-01-01,84,8682.0
WI,2020-04-01,120,15300.0
WI,2020-07-01,68,6269.0
WI,2020-10-01,30,926.0
WI,2021-01-01,21,904.0
WI,2021-04-01,10,988.0
WI,2021-07-01,6,345.0
WI,2021-10-01,5,229.0
WI,2022-01-01,11,949.0
WI,2022-04-01,9,806.0
WI,2022-07-01,25,1347.0
WI,2022-10-01,16,767.0
WI,2023-01-01,58,2127.0
WI,2023-04-01,29,1441.0
WI,2023-07-01,23,1097.0
WI,2023-10-01,20,2033.0
WI,2024-01-01,41,2989.0
WI,2024-04-01,29,2383.0
WI,2024-07-01,30,640.0
WI,2024-10-01,15,1760.0
WI,2025-01-01,14,932.0
WI,2025-04-01,20,1012.0
WI,2025-07-01,20,999.0
WI,2025-10-01,16,843.0
WI,2026-01-01,22,1925.0
WI,2026-04-01,16,887.0
WV,2021-10-01,2,0.0
WV,2022-01-01,6,322.0
WV,2022-04-01,0,0.0
WV,2022-07-01,4,31.0
WV,2022-10-01,1,0.0
WV,2023-01-01,5,252.0
WV,2023-04-01,9,912.0
WV,2023-07-01,1,145.0
WV,2023-10-01,0,0.0
WV,2024-01-01,3,964.0
WV,2024-04-01,2,88.0
WV,2024-07-01,6,53.0
WV,2024-10-01,3,67.0
WV,2025-01-01,5,0.0
WV,2025-04-01,15,0.0
WV,2025-07-01,1,0.0
WV,2025-10-01,0,0.0
WV,2026-01-01,2,0.0
