code,date,gdp,cons_hh,cons_gov,inv,capform,exports,imports,gdp_output,va_total,va_agri,va_ind,va_mfg,va_constr,va_trade,va_ict,va_fin,va_realest,va_prof,va_public,va_other,va_services,taxes_prod,chainlink_disc,gdp_income,comp_emp,surplus_mixed,taxes_prod_imp_net,taxes_prod_imp,subsidies,gdp_defl,cons_hh_defl,cons_gov_defl,inv_defl,capform_defl,exports_defl,imports_defl,gdp_output_defl,va_total_defl,va_agri_defl,va_ind_defl,va_mfg_defl,va_constr_defl,va_trade_defl,va_ict_defl,va_fin_defl,va_realest_defl,va_prof_defl,va_public_defl,va_other_defl,va_services_defl,taxes_prod_defl,chainlink_disc_defl,gdp_real,cons_hh_real,cons_gov_real,inv_real,capform_real,exports_real,imports_real,gdp_output_real,va_total_real,va_agri_real,va_ind_real,va_mfg_real,va_constr_real,va_trade_real,va_ict_real,va_fin_real,va_realest_real,va_prof_real,va_public_real,va_other_real,va_services_real,taxes_prod_real,chainlink_disc_real
MEX,2019-07-01,6.3336e+06,4.25766e+06,695270,1.36179e+06,1.39279e+06,2.47342e+06,2.50769e+06,6.29572e+06,5.93763e+06,208650,1.71261e+06,1.29382e+06,350021,1.74722e+06,105536,247910,539772,348711,588694,112157,,358097,,6.29572e+06,1.56041e+06,4.3482e+06,387116,,,105.002,103.372,104.681,103.231,103.648,101.485,101.277,104.375,104.002,105.389,109.237,104.998,,,,,,,,,,110.114,,6.03186e+06,4.11878e+06,664183,1.31917e+06,1.34376e+06,2.43722e+06,2.47607e+06,6.03186e+06,5.70915e+06,197981,1.56779e+06,1.23223e+06,,,,,,,,,3.55959e+06,325205,
MEX,2019-10-01,6.31671e+06,4.26601e+06,718165,1.33794e+06,1.3679e+06,2.34461e+06,2.37427e+06,6.43052e+06,6.08419e+06,206588,1.63844e+06,1.23144e+06,354103,1.81709e+06,109596,249924,549835,380297,626464,113979,,346333,,6.43051e+06,1.80424e+06,4.25139e+06,374883,,,105.515,103.042,107.229,102.487,102.851,102.102,97.5378,107.416,107.559,104.187,107.145,103.281,,,,,,,,,,106.825,,5.98654e+06,4.14005e+06,669750,1.30547e+06,1.32998e+06,2.29634e+06,2.43421e+06,5.98654e+06,5.65661e+06,198286,1.52918e+06,1.19231e+06,,,,,,,,,3.66223e+06,324207,
MEX,2020-01-01,6.38348e+06,4.26475e+06,726718,1.30984e+06,1.2613e+06,2.49063e+06,2.41547e+06,6.33221e+06,5.89794e+06,211345,1.61855e+06,1.25492e+06,336542,1.74682e+06,93917.5,257800,550151,355047,614824,116940,,434271,,6.3322e+06,1.59678e+06,4.24322e+06,492194,,,107.938,105.566,108.632,104.528,101.487,103.191,101.721,107.071,105.335,105.136,106.539,106.697,101.954,106.599,101.007,117.933,101.136,102.19,108.205,84.116,,135.641,,5.91403e+06,4.03989e+06,668972,1.2531e+06,1.24281e+06,2.4136e+06,2.37461e+06,5.91403e+06,5.59921e+06,201020,1.5192e+06,1.17616e+06,330091,1.63868e+06,92981.3,218599,543970,347437,568203,139022,3.48536e+06,320163,
MEX,2020-04-01,5.19665e+06,3.50531e+06,730135,1.0282e+06,1.04832e+06,1.80027e+06,1.97372e+06,5.19959e+06,4.90727e+06,217045,1.30729e+06,1.00581e+06,241609,1.2533e+06,85311.1,243896,537013,323350,602872,80267.9,,292323,,5.19957e+06,1.48379e+06,3.39838e+06,317396,,,108.35,108.022,109.996,113.443,115.026,105.61,110.628,108.412,107.145,109.684,107.056,110.368,105.25,108.658,106.494,115.811,103.144,102.406,108.687,83.4194,,127.849,,4.79616e+06,3.24499e+06,663786,906359,911379,1.70465e+06,1.7841e+06,4.79616e+06,4.58001e+06,197883,1.22112e+06,911324,229557,1.15344e+06,80108.8,210598,520642,315752,554685,96222.1,2.90353e+06,228647,
MEX,2020-07-01,6.10969e+06,3.97622e+06,738552,1.2223e+06,1.25538e+06,2.57678e+06,2.26839e+06,6.06693e+06,5.7141e+06,240332,1.68188e+06,1.30483e+06,302591,1.57897e+06,90768.7,246566,555082,339714,617700,92057.8,,352833,,6.06694e+06,1.59759e+06,4.08987e+06,379471,,,110.229,108.845,111.555,112.569,114.031,108.911,108.151,109.457,108.495,115.029,112.684,112.041,105.763,109.69,106.299,118.532,103.479,98.9058,110.669,85.0857,,124.891,,5.54275e+06,3.65311e+06,662052,1.08582e+06,1.1009e+06,2.36595e+06,2.09742e+06,5.54275e+06,5.26672e+06,208932,1.49256e+06,1.1646e+06,286104,1.43948e+06,85389.9,208017,536421,343473,558150,108194,3.24554e+06,282514,
MEX,2020-10-01,6.37083e+06,4.162e+06,743838,1.28497e+06,1.31064e+06,2.58682e+06,2.41255e+06,6.48802e+06,6.09834e+06,,1.68926e+06,1.33037e+06,344979,1.75516e+06,103359,244774,568042,381906,646526,98766.2,,389678,,6.48805e+06,1.8882e+06,4.17941e+06,420446,,,110.221,107.739,112.608,109.889,110.736,108.473,101.181,112.248,111.439,,109.549,109.425,112.052,113.37,112.882,116.62,104.285,108.809,115.379,85.3299,,131.073,,5.78007e+06,3.86305e+06,660554,1.16934e+06,1.18357e+06,2.38476e+06,2.38439e+06,5.78007e+06,5.47237e+06,201073,1.54201e+06,1.21578e+06,307874,1.54817e+06,91564.1,209890,544701,350987,560352,115746,3.48829e+06,297299,
MEX,2021-01-01,6.5119e+06,4.34452e+06,755052,1.34594e+06,1.37326e+06,2.53959e+06,2.60736e+06,6.41632e+06,5.99145e+06,,1.70988e+06,1.3521e+06,349478,1.69565e+06,94590,237465,567925,380118,634378,101953,,424872,,6.41635e+06,1.66033e+06,4.27085e+06,485171,,,111.845,110.436,114.427,112.515,113.418,109.861,106.332,110.204,108.766,,112.507,111.514,111.512,108.363,102.347,112.852,103.064,102.401,112.636,86.1328,,140.863,,5.82223e+06,3.93396e+06,659853,1.19623e+06,1.2108e+06,2.31165e+06,2.45209e+06,5.82223e+06,5.50856e+06,203899,1.5198e+06,1.2125e+06,313400,1.56479e+06,92421.3,210421,551041,371206,563209,118368,3.38438e+06,301622,
MEX,2021-04-01,6.641e+06,4.51534e+06,766256,1.39571e+06,1.42032e+06,2.6496e+06,2.73331e+06,6.65957e+06,6.28027e+06,,1.76204e+06,1.39409e+06,373674,1.81821e+06,100189,245842,579441,370949,653306,106174,,379304,,6.65961e+06,1.7141e+06,4.53272e+06,412788,,,113.016,112.671,115.102,115.413,115.727,112.64,110.509,113.332,112.721,,115.484,114.524,117.191,113.516,108.642,114.338,103.425,102.933,115.485,87.0611,,123.002,,5.87615e+06,4.00753e+06,665717,1.20932e+06,1.22731e+06,2.35227e+06,2.47338e+06,5.87615e+06,5.57153e+06,209642,1.52578e+06,1.2173e+06,318860,1.60172e+06,92220,215014,560254,360378,565707,121953,3.49786e+06,308372,
MEX,2021-07-01,6.70108e+06,4.6006e+06,755172,1.45089e+06,1.47729e+06,2.69591e+06,2.88367e+06,6.65296e+06,6.24144e+06,,1.77694e+06,1.40438e+06,393197,1.85802e+06,100556,255262,592750,269880,651768,115011,,411522,,6.65296e+06,1.80752e+06,4.40348e+06,441955,,,115,114.03,115.265,117.857,118.392,113.72,114.193,114.174,113.171,,116.879,116.029,120.999,114.348,107.234,116.937,104.363,100.826,115.446,90.2262,,129.751,,5.82702e+06,4.03455e+06,655164,1.23106e+06,1.24779e+06,2.37066e+06,2.52525e+06,5.82702e+06,5.51503e+06,205134,1.52032e+06,1.21037e+06,324959,1.62489e+06,93771.9,218290,567970,267670,564564,127469,3.43052e+06,317163,
MEX,2021-10-01,6.83968e+06,4.77315e+06,768606,1.49433e+06,1.52142e+06,2.93348e+06,3.11292e+06,6.96118e+06,6.59627e+06,,1.83186e+06,1.45579e+06,405762,2.01712e+06,109866,263194,603572,255581,678182,118240,,364914,,6.96111e+06,2.06335e+06,4.49714e+06,400622,,,116.076,116.488,116.037,120.592,121.052,118.314,119.967,118.139,118.684,,118.439,117.897,128.291,120.047,113.204,119.931,106.144,112.146,119.894,91.5599,,111.216,,5.89239e+06,4.09756e+06,662378,1.23916e+06,1.25683e+06,2.47941e+06,2.59482e+06,5.89239e+06,5.55783e+06,206767,1.54667e+06,1.2348e+06,316281,1.68028e+06,97052.2,219455,568634,227901,565651,129139,3.5429e+06,328112,
MEX,2022-01-01,7.09395e+06,4.97183e+06,797078,1.58519e+06,1.61121e+06,3.08068e+06,3.22535e+06,6.98531e+06,6.5992e+06,,1.92614e+06,1.53427e+06,419972,1.99566e+06,109637,281587,605356,220970,663125,123271,,386112,,6.98526e+06,1.87157e+06,4.66104e+06,452652,,,118.714,119.499,119.07,123.64,124.088,120.435,122.772,116.896,116.777,,121.813,121.234,127.485,116.236,105.186,125.242,105.968,101.498,117.481,92.1531,,120.273,,5.97564e+06,4.16057e+06,669421,1.28211e+06,1.29844e+06,2.55797e+06,2.62712e+06,5.97564e+06,5.65111e+06,207305,1.58122e+06,1.26554e+06,329427,1.7169e+06,104231,224833,571261,217708,564453,133768,3.43363e+06,321029,
MEX,2022-04-01,7.33385e+06,5.17759e+06,818977,1.65982e+06,1.68852e+06,3.22354e+06,3.47383e+06,7.35698e+06,7.00994e+06,,2.02224e+06,1.59267e+06,453425,2.16303e+06,115237,303344,614307,226943,686004,121680,,347038,,7.35691e+06,1.92256e+06,5.0445e+06,389854,,,121.301,123.237,121.199,127.213,127.533,122.555,128.237,121.683,122.604,,126.509,124.587,137.312,123.134,110.231,133.942,106.931,104.444,120.9,91.5928,,104.276,,6.04602e+06,4.20134e+06,675729,1.30476e+06,1.32399e+06,2.63028e+06,2.70892e+06,6.04602e+06,5.71756e+06,209138,1.5985e+06,1.27836e+06,330215,1.75665e+06,104542,226474,574490,217287,567415,132849,3.55824e+06,332808,
MEX,2022-07-01,7.48376e+06,5.30389e+06,834129,1.67194e+06,1.70227e+06,3.29883e+06,3.53496e+06,7.43686e+06,7.10559e+06,,2.07772e+06,1.6442e+06,450417,2.20725e+06,106764,319674,625980,229065,697117,133908,,331270,,7.43676e+06,2.0636e+06,5.00489e+06,368265,,,122.729,125.809,123.107,128.815,129.393,122.544,126.573,121.96,123.446,,128.51,126.686,139.218,124.315,104.967,139.673,107.905,105.286,122.365,97.6914,,98.1757,,6.09778e+06,4.21582e+06,677564,1.29794e+06,1.31558e+06,2.69194e+06,2.79283e+06,6.09778e+06,5.75602e+06,205138,1.61678e+06,1.29786e+06,323535,1.77553e+06,101712,228873,580119,217565,569704,137072,3.57763e+06,337425,
MEX,2022-10-01,7.61301e+06,5.37706e+06,837178,1.69965e+06,1.71645e+06,3.07587e+06,3.302e+06,7.74636e+06,7.39134e+06,,2.07062e+06,1.63763e+06,464520,2.26529e+06,123648,336124,642981,267088,720276,138477,,355014,,7.74658e+06,2.2847e+06,5.06416e+06,397714,,,123.461,125.888,124.269,125.84,125.892,120.839,118.91,125.623,126.942,,127.264,125.406,141.18,127.171,109.916,140.976,109.443,117.19,127.425,100.811,,103.712,,6.16634e+06,4.27129e+06,673683,1.35064e+06,1.36343e+06,2.54542e+06,2.77688e+06,6.16634e+06,5.82261e+06,216311,1.62703e+06,1.30587e+06,329027,1.78129e+06,112493,238426,587505,227911,565256,137363,3.69391e+06,342307,
MEX,2023-01-01,7.75158e+06,5.43418e+06,862514,1.77901e+06,1.77296e+06,3.02483e+06,3.22931e+06,7.62892e+06,7.22165e+06,,2.07565e+06,1.64629e+06,467132,2.18734e+06,111007,364909,645656,227648,718778,139854,,407269,,7.62945e+06,2.08152e+06,5.06223e+06,485696,,,125.019,126.197,126.341,125.295,124.732,119.527,111.491,123.04,123.4,,127.427,126.081,136.207,121.248,102.01,149.673,109.475,105.609,126.056,100.47,,118.356,,6.20034e+06,4.30611e+06,682688,1.41986e+06,1.42142e+06,2.53067e+06,2.89649e+06,6.20034e+06,5.85221e+06,208981,1.62889e+06,1.30573e+06,342958,1.80402e+06,108820,243804,589773,215557,570207,139199,3.57208e+06,344106,
MEX,2023-04-01,7.89274e+06,5.5036e+06,886741,1.83577e+06,1.83295e+06,2.90216e+06,3.08814e+06,7.91186e+06,7.47196e+06,,2.10692e+06,1.65699e+06,498721,2.25995e+06,126972,378175,654132,239159,741254,141123,,439906,,7.9121e+06,2.18212e+06,5.24014e+06,489845,,,126.319,126.208,128.956,124.55,123.8,118.075,106.583,126.625,126.552,,129.227,126.719,139.665,124.063,110.056,152.984,110.55,108.707,129.746,100.551,,126.905,,6.24827e+06,4.36073e+06,687633,1.47392e+06,1.48057e+06,2.45789e+06,2.89741e+06,6.24827e+06,5.90424e+06,209200,1.63041e+06,1.30762e+06,357085,1.82161e+06,115370,247200,591709,220003,571309,140349,3.68595e+06,346642,
MEX,2023-07-01,8.06556e+06,5.59646e+06,906886,1.86278e+06,1.85746e+06,2.78623e+06,2.90416e+06,8.02658e+06,7.51994e+06,,2.12712e+06,1.65159e+06,521627,2.26879e+06,121094,379867,662164,253956,752860,152264,,506637,,8.02626e+06,2.30428e+06,5.1659e+06,556081,,,128.09,126.704,130.967,123.315,122.616,118.728,102.704,127.471,126.523,,131.023,126.265,137.557,123.4,105.125,152.172,111.584,112.064,131.591,108.348,,145.332,,6.29677e+06,4.41696e+06,692455,1.51058e+06,1.51487e+06,2.34673e+06,2.8277e+06,6.29677e+06,5.94353e+06,204774,1.62347e+06,1.30803e+06,379208,1.83857e+06,115190,249629,593423,226617,572121,140533,3.70775e+06,348608,
MEX,2023-10-01,8.16222e+06,5.72811e+06,926591,1.93011e+06,1.93903e+06,2.817e+06,2.89902e+06,8.30373e+06,7.74344e+06,,2.08225e+06,1.6341e+06,561881,2.33923e+06,126020,369600,675518,282836,782641,155252,,560295,,8.29862e+06,2.53975e+06,5.15003e+06,608843,,,129.613,128.22,132.544,124.688,125.009,119.961,103.269,131.861,130.119,,129.331,125.823,143.609,127.134,110.002,148.652,113.577,122.848,136.548,110.492,,160.121,,6.29736e+06,4.46739e+06,699084,1.54795e+06,1.55112e+06,2.34827e+06,2.80726e+06,6.29736e+06,5.95104e+06,207922,1.61002e+06,1.29873e+06,391258,1.83997e+06,114562,248634,594764,230232,573164,140510,3.7847e+06,349921,
MEX,2024-01-01,8.19297e+06,5.85188e+06,943712,1.94958e+06,1.95739e+06,2.85329e+06,3.00216e+06,8.0044e+06,7.49773e+06,,2.00346e+06,1.61999e+06,518709,2.31541e+06,123217,384918,677975,256994,763985,157882,,506676,,7.99297e+06,2.40467e+06,4.99108e+06,597216,,,129.614,129.44,133.597,124.268,124.013,120.639,102.907,126.631,125.283,,125.098,125.497,135.039,123.465,105.553,153.173,113.716,108.326,133.359,110.778,,142.699,,6.32103e+06,4.52093e+06,706390,1.56885e+06,1.57837e+06,2.36515e+06,2.91735e+06,6.32103e+06,5.98462e+06,206761,1.60151e+06,1.29086e+06,384118,1.87535e+06,116735,251296,596203,237240,572879,142521,3.67625e+06,355065,
MEX,2024-04-01,8.28288e+06,5.89395e+06,969539,1.95758e+06,1.97133e+06,2.93061e+06,3.05234e+06,8.39653e+06,7.85912e+06,,2.07619e+06,1.70552e+06,555610,2.4389e+06,129944,395884,685661,273791,793874,159271,,537409,,8.3798e+06,2.4063e+06,5.3818e+06,591700,,,131.101,130.567,135.615,125.972,125.954,121.75,104.01,132.9,131.668,,130.84,132.484,145.234,130.728,112.991,155.794,114.991,113.755,138.168,111.643,,152.771,,6.31795e+06,4.51411e+06,714919,1.55398e+06,1.56512e+06,2.40707e+06,2.93467e+06,6.31795e+06,5.96887e+06,210563,1.58681e+06,1.28734e+06,382562,1.86564e+06,115004,254107,596272,240686,574572,142661,3.7996e+06,351774,
MEX,2024-07-01,8.50976e+06,6.02371e+06,990786,2.05634e+06,2.07282e+06,3.24752e+06,3.36909e+06,8.47433e+06,7.92927e+06,,2.1257e+06,1.75216e+06,554549,2.4517e+06,127441,388915,697443,290147,806936,169265,,545056,,8.45335e+06,2.51187e+06,5.34506e+06,596424,,,133.188,133.178,137.371,131.722,131.64,126.862,113.311,132.633,131.59,,132.278,133.835,143.955,130.818,108.181,153.291,116.202,117.972,138.962,118.212,,153.962,,6.38928e+06,4.52304e+06,721248,1.56112e+06,1.57461e+06,2.5599e+06,2.97331e+06,6.38928e+06,6.02576e+06,217868,1.607e+06,1.3092e+06,385225,1.87413e+06,117803,253710,600201,245946,580690,143188,3.78964e+06,354020,
MEX,2024-10-01,8.5586e+06,5.96293e+06,1.00371e+06,2.02355e+06,2.03484e+06,3.44788e+06,3.54101e+06,8.70764e+06,8.12087e+06,,2.12015e+06,1.75522e+06,554244,2.53683e+06,133660,375895,710367,317877,829864,168716,,586766,,8.68073e+06,2.66313e+06,5.37707e+06,640528,,,135.451,133.673,139.126,134.203,133.931,130.326,119.052,137.81,136.074,,133.741,135.443,150.767,135.591,113.23,149.232,118.11,127.633,143.387,119.174,,166.128,,6.3186e+06,4.46083e+06,721438,1.50782e+06,1.51932e+06,2.64557e+06,2.97433e+06,6.3186e+06,5.968e+06,203423,1.58527e+06,1.29591e+06,367617,1.87093e+06,118043,251886,601443,249055,578759,141571,3.85402e+06,353200,
MEX,2025-01-01,8.71628e+06,6.07837e+06,1.01561e+06,1.99811e+06,2.00732e+06,3.52522e+06,3.57073e+06,8.57584e+06,7.97702e+06,,2.16806e+06,1.78851e+06,533878,2.42649e+06,125278,403307,715049,297315,818536,166003,,598820,,8.5563e+06,2.49715e+06,5.35164e+06,707501,,,137.109,135.555,141.053,136.784,136.563,131.925,123.84,134.9,132.802,,136.773,137.362,142.665,130.034,105.629,157.314,118.108,113.203,140.54,116.724,,168.863,,6.35718e+06,4.48405e+06,720022,1.46078e+06,1.46989e+06,2.67215e+06,2.88335e+06,6.35718e+06,6.00671e+06,213626,1.58516e+06,1.30204e+06,374217,1.86604e+06,118601,256370,605420,262640,582422,142219,3.71927e+06,354618,
MEX,2025-04-01,8.81043e+06,6.18674e+06,1.03386e+06,2.00519e+06,2.0181e+06,3.52862e+06,3.66378e+06,8.82485e+06,8.25256e+06,,2.18745e+06,1.81791e+06,571476,2.53382e+06,138422,421020,723031,306756,846055,167274,,572287,,8.81785e+06,2.65416e+06,5.52955e+06,634144,,,138.12,136.277,142.898,137.804,137.746,131.56,121.451,138.346,137.136,,137.997,139.294,151.033,135.753,115.258,162.537,119.061,116.341,144.561,116.79,,160.793,,6.37883e+06,4.53984e+06,723500,1.4551e+06,1.46509e+06,2.68214e+06,3.01668e+06,6.37883e+06,6.01778e+06,209193,1.58515e+06,1.30509e+06,378379,1.8665e+06,120098,259030,607278,263670,585256,143227,3.81852e+06,355916,
MEX,2025-07-01,8.84469e+06,6.27422e+06,1.04853e+06,1.95558e+06,1.96892e+06,3.44863e+06,3.59646e+06,8.8055e+06,8.20309e+06,,2.16815e+06,1.7821e+06,548262,2.54903e+06,129995,411477,730994,320045,857792,176628,,602408,,8.79736e+06,2.7595e+06,5.38064e+06,657219,,,138.749,136.843,144.692,135.734,135.78,129.552,115.355,138.134,136.392,,137.737,138.286,148.795,136.093,108.327,158.992,120.086,121.583,145.897,121.623,,169.811,,6.37462e+06,4.58496e+06,724662,1.44074e+06,1.45008e+06,2.66196e+06,3.11775e+06,6.37462e+06,6.01435e+06,214822,1.57412e+06,1.28871e+06,368468,1.87301e+06,120002,258804,608727,263232,587943,145226,3.82443e+06,354752,
MEX,2025-10-01,8.9377e+06,6.30102e+06,1.07258e+06,1.97198e+06,1.986e+06,3.47968e+06,3.65762e+06,9.09541e+06,8.52329e+06,,2.16372e+06,1.76956e+06,600338,2.66352e+06,133656,404938,745268,347316,889759,179173,,572112,,,,,,,,139.206,136.114,146.532,136.469,136.177,129.287,111.713,141.663,140.621,,137.183,137.489,157.521,140.81,111.811,154.891,122.028,132.553,150.452,120.921,,159.219,,6.42047e+06,4.62921e+06,731979,1.445e+06,1.4584e+06,2.69143e+06,3.27411e+06,6.42047e+06,6.06118e+06,217939,1.57725e+06,1.28706e+06,381116,1.89157e+06,119538,261434,610734,262020,591393,148174,3.92561e+06,359325,
MEX,2026-01-01,9.00876e+06,6.27759e+06,1.10906e+06,1.93941e+06,1.95433e+06,3.50527e+06,3.65583e+06,8.86397e+06,8.22609e+06,,2.15451e+06,1.74459e+06,549752,2.54499e+06,125854,427929,743918,299640,886956,174996,,637874,,,,,,,,141.183,136.696,149.099,136.872,136.708,129.24,109.271,138.914,136.441,,137.648,136.651,147.487,135.257,105.3,163.41,121.608,116.662,147.625,121.132,,178.917,,6.3809e+06,4.59239e+06,743838,1.41695e+06,1.42957e+06,2.71221e+06,3.34565e+06,6.3809e+06,6.02905e+06,214230,1.56523e+06,1.27668e+06,372745,1.88159e+06,119520,261874,611734,256845,600817,144467,3.75567e+06,356520,
MEX,2026-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47661e+06,,,,,,,6.47661e+06,,,,,,,,,,,,,,,
USA,1995-01-01,1.88057e+06,1.21561e+06,282657,393344,408638,195392,221725,,,,,,,,,,,,,,,,,1.88057e+06,1.03462e+06,685526,130339,138830,8491,66.4516,67.244,,77.5754,78.6175,86.2578,89.9698,,,,,,,,,,,,,,,,,2.82999e+06,1.80776e+06,,507047,519780,226522,246444,,,,,,,,,,,,,,,,
USA,1995-04-01,1.89525e+06,1.2334e+06,285624,395156,403596,199713,227086,,,,,,,,,,,,,,,,,1.89525e+06,1.04423e+06,696261,129745,138398,8653.5,66.771,67.6353,,77.9171,78.9216,86.9459,91.2783,,,,,,,,,,,,,,,,,2.83843e+06,1.82361e+06,,507149,511388,229698,248784,,,,,,,,,,,,,,,,
USA,1995-07-01,1.92078e+06,1.24967e+06,287136,399760,402592,207850,226461,,,,,,,,,,,,,,,,,1.92078e+06,1.05595e+06,715724,130950,139736,8786.8,67.0997,67.9117,,78.196,79.3533,86.735,90.7154,,,,,,,,,,,,,,,,,2.86258e+06,1.84013e+06,,511228,507340,239638,249639,,,,,,,,,,,,,,,,
USA,1995-10-01,1.94315e+06,1.26391e+06,286326,405744,410351,209855,227300,,,,,,,,,,,,,,,,,1.94315e+06,1.06737e+06,724815,132057,140938,8880.8,67.4231,68.2102,,78.2468,79.397,86.3395,89.9026,,,,,,,,,,,,,,,,,2.88202e+06,1.85297e+06,,518543,516835,243058,252830,,,,,,,,,,,,,,,,
USA,1996-01-01,1.96712e+06,1.28265e+06,288620,416322,418042,211985,234184,,,,,,,,,,,,,,,,,1.96712e+06,1.0796e+06,741734,133729,142604,8875.5,67.7474,68.589,,78.2816,79.4613,86.1785,89.709,,,,,,,,,,,,,,,,,2.9036e+06,1.87006e+06,,531826,526095,245984,261048,,,,,,,,,,,,,,,,
USA,1996-04-01,2.00821e+06,1.30512e+06,292477,426405,434035,214760,238188,,,,,,,,,,,,,,,,,2.00821e+06,1.09789e+06,758354,135562,144421,8858.5,68.028,69.0478,,78.0644,79.2601,85.9104,89.2455,,,,,,,,,,,,,,,,,2.95204e+06,1.89018e+06,,546222,547609,249982,266890,,,,,,,,,,,,,,,,
USA,1996-07-01,2.03285e+06,1.31863e+06,293928,436075,448842,214894,243439,,,,,,,,,,,,,,,,,2.03285e+06,1.11383e+06,766219,136640,145438,8798.3,68.2505,69.3423,,78.2722,78.9215,85.2742,88.3488,,,,,,,,,,,,,,,,,2.97852e+06,1.90162e+06,,557126,568720,252004,275544,,,,,,,,,,,,,,,,
USA,1996-10-01,2.06494e+06,1.33819e+06,297864,442413,451094,225950,248155,,,,,,,,,,,,,,,,,2.06494e+06,1.12974e+06,783201,139587,148289,8701.8,68.6154,69.8151,,78.2695,79.2845,84.399,88.3184,,,,,,,,,,,,,,,,,3.00944e+06,1.91677e+06,,565243,568956,267716,280978,,,,,,,,,,,,,,,,
USA,1997-01-01,2.09066e+06,1.35828e+06,299168,447994,460430,229594,256803,,,,,,,,,,,,,,,,,2.09066e+06,1.14914e+06,798011,140335,148929,8593.8,69.0246,70.1238,,78.3459,79.8883,84.1601,87.6525,,,,,,,,,,,,,,,,,3.02887e+06,1.93697e+06,,571815,576342,272806,292979,,,,,,,,,,,,,,,,
USA,1997-04-01,2.12971e+06,1.36782e+06,304642,456454,478548,238612,259913,,,,,,,,,,,,,,,,,2.12971e+06,1.16608e+06,808440,144187,152599,8411.8,69.1619,70.2998,,78.4763,78.9183,84.1042,85.833,,,,,,,,,,,,,,,,,3.07931e+06,1.94569e+06,,581646,606384,283710,302812,,,,,,,,,,,,,,,,
USA,1997-07-01,2.16571e+06,1.39479e+06,305940,472195,489179,243514,267722,,,,,,,,,,,,,,,,,2.16571e+06,1.18583e+06,830617,145787,154145,8358,69.4637,70.4855,,78.5964,79.471,83.8909,85.2697,,,,,,,,,,,,,,,,,3.11775e+06,1.97884e+06,,600784,615544,290275,313971,,,,,,,,,,,,,,,,
USA,1997-10-01,2.19148e+06,1.4159e+06,310778,474636,494050,242082,271336,,,,,,,,,,,,,,,,,2.19148e+06,1.21217e+06,839209,147495,155941,8446.5,69.6952,70.7071,,78.558,79.3285,83.5177,84.5951,,,,,,,,,,,,,,,,,3.14437e+06,2.00249e+06,,604186,622790,289858,320747,,,,,,,,,,,,,,,,
USA,1998-01-01,2.21662e+06,1.43034e+06,309198,484616,510890,240755,274559,,,,,,,,,,,,,,,,,2.21662e+06,1.2366e+06,838187,148811,157263,8452.5,69.7942,70.7125,,78.2997,79.1415,82.6779,82.5055,,,,,,,,,,,,,,,,,3.17594e+06,2.02275e+06,,618924,645540,291197,332777,,,,,,,,,,,,,,,,
USA,1998-04-01,2.24242e+06,1.45814e+06,315656,499875,509210,236824,277406,,,,,,,,,,,,,,,,,2.24242e+06,1.25819e+06,853307,150128,158880,8751.5,69.9591,70.8398,,78.1874,78.9317,82.2341,81.4934,,,,,,,,,,,,,,,,,3.20533e+06,2.05837e+06,,639329,645127,287988,340404,,,,,,,,,,,,,,,,
USA,1998-07-01,2.28027e+06,1.48171e+06,318271,510846,523951,233816,277474,,,,,,,,,,,,,,,,,2.28027e+06,1.27987e+06,871277,151561,160757,9196,70.2555,71.0582,,78.2009,79.0513,81.5608,80.4281,,,,,,,,,,,,,,,,,3.24569e+06,2.08521e+06,,653248,662798,286677,344996,,,,,,,,,,,,,,,,
USA,1998-10-01,2.3235e+06,1.50706e+06,324483,521617,536621,241584,286250,,,,,,,,,,,,,,,,,2.3235e+06,1.30105e+06,877633,152604,162572,9968,70.4535,71.2446,,78.3071,79.213,81.2492,80.3705,,,,,,,,,,,,,,,,,3.29792e+06,2.11533e+06,,666116,677441,297337,356163,,,,,,,,,,,,,,,,
USA,1999-01-01,2.35292e+06,1.52551e+06,328018,531684,552533,240191,293331,,,,,,,,,,,,,,,,,2.35292e+06,1.32375e+06,893994,153770,164382,10611.8,70.6816,71.3836,,78.4473,79.5041,81.0518,80.0955,,,,,,,,,,,,,,,,,3.3289e+06,2.13706e+06,,677760,694974,296342,366226,,,,,,,,,,,,,,,,
USA,1999-04-01,2.38155e+06,1.55766e+06,333061,543936,552713,243649,305532,,,,,,,,,,,,,,,,,2.38155e+06,1.33787e+06,898580,155510,166767,11256.8,70.9495,71.7887,,78.5755,79.3749,81.2101,81.0978,,,,,,,,,,,,,,,,,3.35669e+06,2.16979e+06,,692246,696333,300024,376744,,,,,,,,,,,,,,,,
USA,1999-07-01,2.42166e+06,1.58383e+06,340986,555815,565944,251327,320428,,,,,,,,,,,,,,,,,2.42166e+06,1.35761e+06,908216,158138,169751,11612.3,71.2002,72.1832,,78.5288,79.2158,81.3161,82.0845,,,,,,,,,,,,,,,,,3.40119e+06,2.19418e+06,,707786,714433,309074,390364,,,,,,,,,,,,,,,,
