date,epu,wui,jln,vix,ip,emp,ffr
1938-03-01,0.5643147608128906,,,,177.44607046497256,,
1938-04-01,0.7670492574592275,,,,175.6028659272256,,
1938-05-01,0.8297515062597611,,,,173.25047420107404,,
1938-06-01,0.6596757174147901,,,,174.19738097175195,,
1938-07-01,-0.019412486242307323,,,,179.70454736572924,,
1938-08-01,0.22383830100481109,,,,184.92261688763833,,
1938-09-01,1.4492788832503816,,,,187.84569080553675,,
1938-10-01,0.65691287692253,,,,190.28535167336418,,
1938-11-01,0.23618919144640127,,,,194.2217625788914,,
1938-12-01,0.05887873427645959,,,,195.3736585304777,,
1939-01-01,0.40396529819067206,,,,195.3736585304777,1030.6382694441656,
1939-02-01,0.31637063519796804,,,,196.13475201723648,1031.2280450736966,
1939-03-01,0.06308072200278346,,,,196.51243679791176,1031.8242707551385,
1939-04-01,0.7297804455517289,,,,196.13475201723648,1031.2081095318824,
1939-05-01,0.5791532816879882,,,,195.7542233285021,1031.886998765251,
1939-06-01,0.03674244813609211,,,,198.01045149995693,1032.554753421613,
1939-07-01,0.29638501498014713,,,,200.9407950260285,1032.2822692163156,
1939-08-01,0.3635147895063727,,,,202.37438252077467,1033.0811994997187,
1939-09-01,1.4729080161484713,,,,208.2486899865796,1034.2741983800368,
1939-10-01,1.4923767784510737,,,,213.15950909420351,1035.4913429020494,
1939-11-01,0.48232230062592135,,,,215.6830731887809,1035.6789990058453,
1939-12-01,0.2399911177214646,,,,215.6830731887809,1035.9075270047504,
1940-01-01,1.0804181977241998,,,,214.4292513999452,1036.100733177766,
1940-02-01,0.3371187886517482,,,,211.2235396752762,1036.4545034067999,
1940-03-01,0.6592582036183409,,,,208.91814543570484,1036.8007423425609,
1940-04-01,0.7271974984637273,,,,210.89760717821542,1036.410350510914,
1940-05-01,0.8428219703183829,,,,213.7969850118905,1036.970276478357,
1940-06-01,1.453044562346975,,,,216.92136875708883,1037.2772173357246,
1940-07-01,0.5189212109757723,,,,218.14564670865656,1037.1677037216255,
1940-08-01,1.2573688680856256,,,,218.75108851485803,1038.4431121820198,
1940-09-01,0.9951138194155557,,,,220.84392351038161,1039.8488625955147,
1940-10-01,0.8598823089848755,,,,222.31197186315566,1041.2321193621326,
1940-11-01,0.27932870377792957,,,,224.61840393432757,1042.4332811684367,
1940-12-01,0.5095170818949749,,,,227.97974148633807,1043.9220400008219,
1941-01-01,0.7631466445773032,,,,230.42836496296272,1044.8163726677255,
1941-02-01,0.6265659336146883,,,,233.34246281450172,1045.8607535181293,
1941-03-01,0.42751656677945643,,,,236.42820807969605,1046.5728463248274,
1941-04-01,0.0007315475703080109,,,,236.68079393115633,1047.6386160499897,
1941-05-01,0.038519902369208214,,,,241.12601096197017,1049.6317036581206,
1941-06-01,0.44050245408831523,,,,241.84819064067588,1050.9168707314798,
1941-07-01,0.2628832246573335,,,,243.03976642876077,1052.236905619992,
1941-08-01,0.18015910846050942,,,,244.21818043280035,1053.3268857474252,
1941-09-01,-0.22201944651995364,,,,244.21818043280035,1054.0989879128622,
1941-10-01,-0.1241104475204305,,,,245.15049731539702,1054.3998432015464,
1941-11-01,0.09221539856402128,,,,245.61298750165813,1054.5972818293847,
1941-12-01,1.063010154642015,,,,247.2167517172958,1054.8074542480697,
1942-01-01,1.1702695831986762,,,,249.24200202645147,1055.4431576877635,
1942-02-01,0.4796641742047965,,,,251.00788221679403,1055.8725160022852,
1942-03-01,0.3533440997253414,,,,252.09572794293643,1056.9648868011086,
1942-04-01,1.1699916881637407,,,,249.24200202645147,1058.0302078475177,
1942-05-01,1.2646183037796024,,,,249.46424361760054,1059.089328246696,
1942-06-01,0.40577899960225744,,,,249.68599239054586,1059.7359470410531,
1942-07-01,0.806637888788798,,,,252.09572794293643,1060.8365655971772,
1942-08-01,0.6955147795048653,,,,255.08114246757185,1062.1034619919608,
