code,periodo,valor,variable,price_base
ZAF,2016-Q3,1112506.2,gdp_vol,Q
ZAF,2016-Q4,1113450.8,gdp_vol,Q
ZAF,2017-Q1,1118707.7,gdp_vol,Q
ZAF,2017-Q2,1124808.1,gdp_vol,Q
ZAF,2017-Q3,1126876.6,gdp_vol,Q
ZAF,2017-Q4,1131309.2,gdp_vol,Q
ZAF,2018-Q1,1137294.2,gdp_vol,Q
ZAF,2018-Q2,1134466.2,gdp_vol,Q
ZAF,2018-Q3,1148418.1,gdp_vol,Q
ZAF,2018-Q4,1151604.9,gdp_vol,Q
ZAF,2019-Q1,1141546.4,gdp_vol,Q
ZAF,2019-Q2,1146708.6,gdp_vol,Q
ZAF,2019-Q3,1147913.9,gdp_vol,Q
ZAF,2019-Q4,1147498.2,gdp_vol,Q
ZAF,2020-Q1,1147036.8,gdp_vol,Q
ZAF,2020-Q2,953846.2,gdp_vol,Q
ZAF,2020-Q3,1085060.9,gdp_vol,Q
ZAF,2020-Q4,1114960.5,gdp_vol,Q
ZAF,2021-Q1,1121207.8,gdp_vol,Q
ZAF,2021-Q2,1136768.6,gdp_vol,Q
ZAF,2021-Q3,1117010.0,gdp_vol,Q
ZAF,2021-Q4,1134883.9,gdp_vol,Q
ZAF,2022-Q1,1152147.1,gdp_vol,Q
ZAF,2022-Q2,1141637.0,gdp_vol,Q
ZAF,2022-Q3,1162811.0,gdp_vol,Q
ZAF,2022-Q4,1146094.5,gdp_vol,Q
ZAF,2023-Q1,1154024.4,gdp_vol,Q
ZAF,2023-Q2,1163383.4,gdp_vol,Q
ZAF,2023-Q3,1158936.1,gdp_vol,Q
ZAF,2023-Q4,1163448.0,gdp_vol,Q
ZAF,2024-Q1,1164447.9,gdp_vol,Q
ZAF,2024-Q2,1167433.1,gdp_vol,Q
ZAF,2024-Q3,1164042.3,gdp_vol,Q
ZAF,2024-Q4,1168684.4,gdp_vol,Q
ZAF,2025-Q1,1169274.0,gdp_vol,Q
ZAF,2025-Q2,1178624.5,gdp_vol,Q
ZAF,2025-Q3,1182149.3,gdp_vol,Q
ZAF,2025-Q4,1186552.8,gdp_vol,Q
ZAF,2026-Q1,1193022.7,gdp_vol,Q
